USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
nyx         8504  0.2  0.9 34559004 220872 ?     Sl   déc.01   3:54 /usr/share/discord/Discord --type=zygote --no-zygote-sandbox
nyx         8509  0.0  0.3 33918156 80644 ?      Sl   déc.01   0:11 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=fr --service-sandbox-type=none --crashpad-handler-pid=8443 --enable-crash-reporter=9942fad2-0cf3-4020-b138-0367fc02d092,no_channel --user-data-dir=/home/nyx/.config/discord --standard-schemes=disclip --secure-schemes=disclip,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip,sentry-ipc --streaming-schemes=disclip --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3052834230337151023,16181678733591186111,262144 --disable-features=AllowAggressiveThrottlingWithWebSocket,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,MediaSessionService,ScreenAIOCREnabled,SpareRendererForSitePerProcess,UseEcoQoSForBackgroundProcess,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version
nyx         8585  1.0  2.2 1490797280 541184 ?   Sl   déc.01  16:01 /proc/self/exe --type=renderer --crashpad-handler-pid=8443 --enable-crash-reporter=9942fad2-0cf3-4020-b138-0367fc02d092,no_channel --user-data-dir=/home/nyx/.config/discord --standard-schemes=disclip --secure-schemes=disclip,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip,sentry-ipc --streaming-schemes=disclip --app-path=/usr/share/discord/resources/app.asar --no-sandbox --no-zygote --enable-blink-features=EnumerateDevices,AudioOutputDevices --autoplay-policy=no-user-gesture-required --lang=fr --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1764575760403522 --launch-time-ticks=355857501 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3052834230337151023,16181678733591186111,262144 --disable-features=AllowAggressiveThrottlingWithWebSocket,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,MediaSessionService,ScreenAIOCREnabled,SpareRendererForSitePerProcess,UseEcoQoSForBackgroundProcess,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-node-leakage-in-renderers
nyx         8664  0.0  0.2 33925224 60744 ?      Sl   déc.01   0:01 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=fr --service-sandbox-type=none --crashpad-handler-pid=8443 --enable-crash-reporter=9942fad2-0cf3-4020-b138-0367fc02d092,no_channel --user-data-dir=/home/nyx/.config/discord --standard-schemes=disclip --secure-schemes=disclip,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip,sentry-ipc --streaming-schemes=disclip --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3052834230337151023,16181678733591186111,262144 --disable-features=AllowAggressiveThrottlingWithWebSocket,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,MediaSessionService,ScreenAIOCREnabled,SpareRendererForSitePerProcess,UseEcoQoSForBackgroundProcess,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version
nyx        20097  0.0  0.0 461332  9572 ?        Sl   déc.01   0:00 /usr/libexec/gvfsd-network --spawner :1.22 /org/gtk/gvfs/exec_spaw/2
nyx        20107  0.0  0.0 388648  9392 ?        Sl   déc.01   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.22 /org/gtk/gvfs/exec_spaw/3
nyx        23421  0.0  0.0 118620  8976 ?        Ssl  déc.01   0:00 /usr/bin/speech-dispatcher -s -t 0
nyx        23440  0.0  0.0      0     0 ?        Z    déc.01   0:00 [sd_espeak-ng-mb] <defunct>
nyx        23443  0.0  0.0  21380  9080 ?        S    déc.01   0:00 /usr/lib/speech-dispatcher-modules/sd_espeak-ng /etc/speech-dispatcher/modules/espeak-ng.conf
nyx        23453  0.0  0.0 163744  5700 ?        Sl   déc.01   0:01 /usr/lib/speech-dispatcher-modules/sd_dummy /etc/speech-dispatcher/modules/dummy.conf
nyx        23458  0.0  0.0  21448  9068 ?        S    déc.01   0:00 /usr/lib/speech-dispatcher-modules/sd_espeak-ng /etc/speech-dispatcher/modules/
root       25921  0.0  0.1 489572 47124 ?        Ssl  déc.01   0:06 /usr/libexec/fwupd/fwupd
nyx        29317  0.0  0.0 319792 10324 ?        Sl   déc.01   0:00 /usr/libexec/gvfsd-http --spawner :1.22 /org/gtk/gvfs/exec_spaw/6
root       59724  0.0  0.0      0     0 ?        I    déc.01   0:01 [kworker/9:0-wg-crypt-admin]
root       74593  0.0  0.0      0     0 ?        I    déc.01   0:01 [kworker/5:1-wg-crypt-admin]
root       85082  0.0  0.0      0     0 ?        I    déc.01   0:01 [kworker/6:1-wg-crypt-admin]
root       89981  0.0  0.0      0     0 ?        I<   déc.01   0:00 [kworker/R-wg-crypt-admin]
root       89985  0.0  0.0      0     0 ?        S    déc.01   0:04 [napi/admin-0]
root       91034  0.0  0.0      0     0 ?        I    déc.01   0:01 [kworker/9:2-wg-crypt-admin]
nyx       100978  0.0  0.0 456668 23312 ?        Ssl  déc.01   0:00 /usr/libexec/bluetooth/obexd
root      105483  0.0  0.0      0     0 ?        I    déc.01   0:01 [kworker/6:0-wg-crypt-admin]
root      108151  0.0  0.0      0     0 ?        S    déc.01   0:00 [psimon]
root      116245  0.0  0.0      0     0 ?        I    déc.01   0:01 [kworker/4:2-wg-crypt-admin]
root      120883  0.0  0.0      0     0 ?        I    déc.01   0:00 [kworker/8:0-wg-crypt-admin]
root      125493  0.0  0.0      0     0 ?        I    déc.01   0:00 [kworker/2:0-wg-crypt-admin]
root      137274  0.0  0.0      0     0 ?        I    déc.01   0:00 [kworker/10:1-wg-crypt-admin]
root      139436  0.0  0.0      0     0 ?        I    déc.01   0:00 [kworker/11:1-wg-crypt-admin]
root      142796  0.0  0.0      0     0 ?        I    déc.01   0:02 [kworker/0:1-i915-unordered]
root      143908  0.0  0.0      0     0 ?        I    déc.01   0:00 [kworker/3:2-wg-crypt-admin]
root      143988  0.0  0.0      0     0 ?        I    déc.01   0:00 [kworker/2:2-mm_percpu_wq]
root      143989  0.0  0.0      0     0 ?        D<   déc.01   0:01 [kworker/u49:0+i915_flip]
root      144230  0.0  0.0      0     0 ?        I    déc.01   0:00 [kworker/1:0-mm_percpu_wq]
root      144561  0.0  0.0      0     0 ?        I    déc.01   0:00 [kworker/4:0-wg-crypt-admin]
root      145023  0.0  0.0      0     0 ?        I    déc.01   0:01 [kworker/0:0-events]
root      146404  0.0  0.0      0     0 ?        I<   déc.01   0:01 [kworker/u49:1-rb_allocator]
root      146835  0.0  0.0      0     0 ?        I    déc.01   0:00 [kworker/11:2-wg-crypt-admin]
root      147379  0.0  0.0      0     0 ?        I    déc.01   0:00 [kworker/1:1-wg-crypt-admin]
root      147624  0.0  0.0      0     0 ?        I    déc.01   0:00 [kworker/u48:1-i915]
root      147627  0.0  0.0      0     0 ?        I    déc.01   0:00 [kworker/10:2-wg-crypt-admin]
root      147664  0.0  0.0      0     0 ?        I    déc.01   0:00 [kworker/u48:7-kvfree_rcu_reclaim]
root      147677  0.0  0.0      0     0 ?        I    déc.01   0:00 [kworker/u48:21-flush-8:0]
root      147688  0.0  0.0      0     0 ?        I    déc.01   0:00 [kworker/u48:32-events_unbound]
root      147696  0.0  0.0      0     0 ?        S    10:55   0:00 [nvidia]
root      147697  0.0  0.0      0     0 ?        S    10:55   0:00 [irq/146-mei_me]
root      147698  0.0  0.0      0     0 ?        I    10:55   0:00 [kworker/9:1]
root      147705  0.0  0.0      0     0 ?        I    10:55   0:00 [kworker/u48:43-events_unbound]
root      147710  0.0  0.0      0     0 ?        I    10:55   0:00 [kworker/8:1-wg-crypt-admin]
root      147715  0.0  0.0      0     0 ?        I    10:55   0:00 [kworker/7:5-wg-crypt-admin]
root      147719  0.0  0.0      0     0 ?        I    10:55   0:00 [kworker/7:7-wg-crypt-admin]
root      147795  0.0  0.0   2688  1884 ?        SNs  10:55   0:00 /bin/sh -ue /usr/sbin/chkrootkit-daily
root      147844  0.0  0.0   2688   928 ?        SN   10:55   0:00 /bin/sh -ue /usr/sbin/chkrootkit-daily
root      147845  0.0  0.0   3632  2632 ?        SN   10:55   0:00 /bin/sh /usr/sbin/chkrootkit
root      147846  0.0  0.0   5952  2264 ?        SN   10:55   0:00 tee /var/log/chkrootkit/log.today.raw
root      147847  0.0  0.0   2688   932 ?        SN   10:55   0:00 /bin/sh -ue /usr/sbin/chkrootkit-daily
root      147848  0.0  0.0   6808  2336 ?        SN   10:55   0:00 grep -E -v -f /etc/chkrootkit/chkrootkit.ignore
root      147849  0.0  0.0   6696  2480 ?        SN   10:55   0:00 sed -re s![[:alnum:]]+: PACKET SNIFFER\(((/usr/lib/systemd/systemd-networkd|/usr/sbin/(dhclient|dhcpc?d[0-9]*|wpa_supplicant|NetworkManager))\[[0-9]+\](, )?)+\)!<interface>: PACKET SNIFFER\([systemd-networkd|dhclient|dhcpd|dhcpcd|wpa_supplicant|NetworkManager]{PID}\)! -e s/(! [[:alnum:]+-]+)\s+[0-9]+/\1 {PID}/
root      150557  0.0  0.0      0     0 ?        I    10:56   0:00 [kworker/3:0-wg-crypt-admin]
nyx       162980  1.1  0.2 719292 61596 ?        Ssl  10:56   0:05 /usr/libexec/gnome-terminal-server
nyx       163494  0.1  0.0  14276  7880 pts/0    Ss   10:56   0:00 zsh
root      184716  0.0  0.0      0     0 ?        I    10:56   0:00 [kworker/5:2-wg-crypt-admin]
nyx       232167 19.2  2.1 74953308 533628 pts/0 Sl+  10:56   1:30 claude
root      232347  0.0  0.0      0     0 ?        I    10:56   0:00 [kworker/0:3-i915-unordered]
nyx       257601  5.3  3.1 3753100 767852 ?      Sl   10:58   0:18 /usr/lib/firefox-esr/firefox-esr
nyx       257607  0.0  0.0  20888  3196 ?        Sl   10:58   0:00 /usr/lib/firefox-esr/crashhelper 257601 9 /tmp/ 10 12
nyx       257682  0.0  0.1 235556 44740 ?        Sl   10:58   0:00 /usr/lib/firefox-esr/firefox-esr -contentproc -parentBuildID 20250922173505 -prefsHandle 0:40351 -prefMapHandle 1:273542 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {11bf1f2e-92ae-43fa-a8f9-549ab9cb0cb0} -parentPid 257601 -crashReporter 5 -crashHelper 6 -appDir /usr/lib/firefox-esr/browser 1 socket
nyx       257712  0.1  0.6 2551060 156456 ?      Sl   10:58   0:00 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:40492 -prefMapHandle 1:273542 -jsInitHandle 2:242716 -parentBuildID 20250922173505 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {aabf6875-14ef-4f82-90f1-f5f7fbdcfcfe} -parentPid 257601 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 2 tab
nyx       257716  0.0  0.2 373512 52220 ?        Sl   10:58   0:00 /usr/lib/firefox-esr/firefox-esr -contentproc -parentBuildID 20250922173505 -prefsHandle 0:40492 -prefMapHandle 1:273542 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {404f7b36-985f-4f76-aa6c-5db371787b49} -parentPid 257601 -crashReporter 5 -crashHelper 6 -appDir /usr/lib/firefox-esr/browser 3 rdd
nyx       257779  0.4  0.7 2588220 178800 ?      Sl   10:58   0:01 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:48953 -prefMapHandle 1:273542 -jsInitHandle 2:242716 -parentBuildID 20250922173505 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {e034ec75-214b-49e9-b0c6-4ce61994c36f} -parentPid 257601 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 4 tab
nyx       257805  3.8  1.2 41036956 316936 ?     Sl   10:58   0:12 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:48953 -prefMapHandle 1:273542 -jsInitHandle 2:242716 -parentBuildID 20250922173505 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {5f5f17f6-1100-4fd6-9ae5-e6614a7f119a} -parentPid 257601 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 5 tab
nyx       257885  0.0  0.1 232960 42252 ?        Sl   10:58   0:00 /usr/lib/firefox-esr/firefox-esr -contentproc -parentBuildID 20250922173505 -sandboxingKind 0 -prefsHandle 0:49082 -prefMapHandle 1:273542 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {5f8669d9-1650-4a5d-b641-58cd957afcef} -parentPid 257601 -crashReporter 5 -crashHelper 6 -appDir /usr/lib/firefox-esr/browser 6 utility
nyx       257898  1.4  1.2 2830696 309464 ?      Sl   10:58   0:05 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:43197 -prefMapHandle 1:273542 -jsInitHandle 2:242716 -parentBuildID 20250922173505 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {c5569f44-c0da-445b-a3d2-1ae7f07ba4e0} -parentPid 257601 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 7 tab
nyx       257900  0.0  0.3 2460388 90268 ?       Sl   10:58   0:00 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:43197 -prefMapHandle 1:273542 -jsInitHandle 2:242716 -parentBuildID 20250922173505 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {ad1213f8-b139-41b2-ad0c-443d7b958a4a} -parentPid 257601 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 8 tab
nyx       257937  0.0  0.3 2460388 89372 ?       Sl   10:58   0:00 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:43197 -prefMapHandle 1:273542 -jsInitHandle 2:242716 -parentBuildID 20250922173505 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {953ded5f-4636-4997-ac22-de570a064e7d} -parentPid 257601 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 9 tab
nyx       258131  0.0  0.3 2461368 89464 ?       Sl   10:58   0:00 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:43385 -prefMapHandle 1:273542 -jsInitHandle 2:242716 -parentBuildID 20250922173505 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {a0e88997-4b80-4116-bc78-752dd8911bca} -parentPid 257601 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 10 tab
root      260594  0.0  0.0      0     0 ?        I<   11:01   0:00 [kworker/u49:2]
root      261092  0.0  0.0      0     0 ?        I    11:02   0:00 [kworker/0:2]
root      263003  0.0  0.0   3952  2344 ?        SN   11:04   0:00 /bin/sh /usr/sbin/chkrootkit
root      263004  0.0  0.0   2688  1904 ?        SN   11:04   0:00 /bin/sh ./check_if_debian /usr/lib/dradis/ruby/3.3.0/gems/dradis-acunetix-4.18.0/.gitignore /usr/bin/dpkg-query
root      263005 90.9  0.2  61444 57900 ?        RN   11:04   0:00 /usr/bin/dpkg-query --search -- /usr/lib/dradis/ruby/3.3.0/gems/dradis-acunetix-4.18.0/.gitignore
nyx       263007  0.0  0.0   7812  3816 ?        Ss   11:04   0:00 /usr/bin/zsh -c -l source /home/nyx/.claude/shell-snapshots/snapshot-zsh-1764669392276-zikbws.sh && eval 'ps aux > /home/nyx/Téléchargements/Malware/VIRUS/dump_RAM/results/processus_avant_dump.txt' \< /dev/null && pwd -P >| /tmp/claude-aae8-cwd
nyx       263014  0.0  0.0   9760  4596 ?        R    11:04   0:00 ps aux
